id,employeeid,log_datetime,direction,shortname,serialno
32433,1464,2024-09-25 05:58:13+00,In Device,CHECKIN,NCD8242000216
32435,1379,2024-09-25 12:27:02+00,Out Device,CHECKOUT,NCD8242000384
32437,1372,2024-09-25 05:58:22+00,In Device,CHECKIN,NCD8242000216
32439,850,2024-09-25 05:59:02+00,In Device,CHECKIN,NCD8242000216
32441,1592,2024-09-25 13:56:33+00,Out Device,CHECKOUT,NCD8242000384
32443,793,2024-09-25 06:00:11+00,In Device,CHECKIN,NCD8242000216
32445,1483,2024-09-25 13:56:36+00,Out Device,CHECKOUT,NCD8242000384
32447,1185,2024-09-25 06:01:28+00,In Device,CHECKIN,NCD8242000216
32449,1596,2024-09-25 13:56:39+00,Out Device,CHECKOUT,NCD8242000384
32451,1603,2024-09-25 13:56:49+00,Out Device,CHECKOUT,NCD8242000384
32453,1529,2024-09-25 06:01:30+00,In Device,CHECKIN,NCD8242000216
32455,1358,2024-09-25 13:57:25+00,Out Device,CHECKOUT,NCD8242000384
32457,1502,2024-09-25 06:01:33+00,In Device,CHECKIN,NCD8242000216
32459,1548,2024-09-25 13:57:29+00,Out Device,CHECKOUT,NCD8242000384
32461,1353,2024-09-25 06:01:33+00,In Device,CHECKIN,NCD8242000216
32463,896,2024-09-25 06:01:39+00,In Device,CHECKIN,NCD8242000216
32465,1368,2024-09-25 13:57:40+00,Out Device,CHECKOUT,NCD8242000384
32467,1114,2024-09-25 13:57:52+00,Out Device,CHECKOUT,NCD8242000384
32469,1444,2024-09-25 06:01:41+00,In Device,CHECKIN,NCD8242000216
32471,1340,2024-09-25 13:57:54+00,Out Device,CHECKOUT,NCD8242000384
32473,1228,2024-09-25 06:01:43+00,In Device,CHECKIN,NCD8242000216
32475,818,2024-09-25 13:57:58+00,Out Device,CHECKOUT,NCD8242000384
32477,1483,2024-09-25 06:01:46+00,In Device,CHECKIN,NCD8242000216
32479,1596,2024-09-25 06:01:48+00,In Device,CHECKIN,NCD8242000216
32481,1054,2024-09-25 13:58:19+00,Out Device,CHECKOUT,NCD8242000384
32483,1592,2024-09-25 06:01:50+00,In Device,CHECKIN,NCD8242000216
32485,1650,2024-09-25 13:58:22+00,Out Device,CHECKOUT,NCD8242000384
32487,1261,2024-09-25 13:58:27+00,Out Device,CHECKOUT,NCD8242000384
32489,1521,2024-09-25 06:01:53+00,In Device,CHECKIN,NCD8242000216
32490,1372,2024-09-25 13:58:30+00,Out Device,CHECKOUT,NCD8242000384
32493,1149,2024-09-25 06:01:55+00,In Device,CHECKIN,NCD8242000216
32494,1511,2024-09-25 06:01:59+00,In Device,CHECKIN,NCD8242000216
32496,1560,2024-09-25 13:58:32+00,Out Device,CHECKOUT,NCD8242000384
32499,1368,2024-09-25 06:02:01+00,In Device,CHECKIN,NCD8242000216
32500,1101,2024-09-25 13:58:34+00,Out Device,CHECKOUT,NCD8242000384
32502,1288,2024-09-25 06:02:05+00,In Device,CHECKIN,NCD8242000216
32504,1316,2024-09-25 13:58:37+00,Out Device,CHECKOUT,NCD8242000384
32506,1494,2024-09-25 13:58:40+00,Out Device,CHECKOUT,NCD8242000384
32508,1358,2024-09-25 06:02:08+00,In Device,CHECKIN,NCD8242000216
32510,818,2024-09-25 06:02:10+00,In Device,CHECKIN,NCD8242000216
32512,1079,2024-09-25 13:58:42+00,Out Device,CHECKOUT,NCD8242000384
32514,1562,2024-09-25 13:58:46+00,Out Device,CHECKOUT,NCD8242000384
32516,994,2024-09-25 06:02:11+00,In Device,CHECKIN,NCD8242000216
32518,1093,2024-09-25 13:58:48+00,Out Device,CHECKOUT,NCD8242000384
32520,908,2024-09-25 06:02:13+00,In Device,CHECKIN,NCD8242000216
32522,1561,2024-09-25 06:02:16+00,In Device,CHECKIN,NCD8242000216
32524,894,2024-09-25 13:58:50+00,Out Device,CHECKOUT,NCD8242000384
32527,1417,2024-09-25 06:02:20+00,In Device,CHECKIN,NCD8242000216
32529,896,2024-09-25 13:58:52+00,Out Device,CHECKOUT,NCD8242000384
32531,1583,2024-09-25 13:58:54+00,Out Device,CHECKOUT,NCD8242000384
32532,1628,2024-09-25 06:02:38+00,In Device,CHECKIN,NCD8242000216
32534,1085,2024-09-25 13:58:57+00,Out Device,CHECKOUT,NCD8242000384
32536,1663,2024-09-25 06:03:21+00,In Device,CHECKIN,NCD8242000216
32538,1115,2024-09-25 13:58:58+00,Out Device,CHECKOUT,NCD8242000384
32540,1670,2024-09-25 06:03:23+00,In Device,CHECKIN,NCD8242000216
32542,1120,2024-09-25 13:59:00+00,Out Device,CHECKOUT,NCD8242000384
32544,1174,2024-09-25 06:03:27+00,In Device,CHECKIN,NCD8242000216
32546,1134,2024-09-25 13:59:03+00,Out Device,CHECKOUT,NCD8242000384
32548,1342,2024-09-25 06:03:29+00,In Device,CHECKIN,NCD8242000216
32550,1414,2024-09-25 13:59:04+00,Out Device,CHECKOUT,NCD8242000384
32552,1341,2024-09-25 06:03:31+00,In Device,CHECKIN,NCD8242000216
32554,1632,2024-09-25 13:59:06+00,Out Device,CHECKOUT,NCD8242000384
32556,1557,2024-09-25 06:03:34+00,In Device,CHECKIN,NCD8242000216
32557,1143,2024-09-25 06:05:24+00,In Device,CHECKIN,NCD8242000216
32558,994,2024-09-25 13:59:47+00,Out Device,CHECKOUT,NCD8242000384
32559,1570,2024-09-25 13:59:09+00,Out Device,CHECKOUT,NCD8242000384
32560,1340,2024-09-25 06:05:33+00,In Device,CHECKIN,NCD8242000216
32561,1603,2024-09-25 06:03:40+00,In Device,CHECKIN,NCD8242000216
32562,1102,2024-09-25 13:59:49+00,Out Device,CHECKOUT,NCD8242000384
32563,1532,2024-09-25 13:59:11+00,Out Device,CHECKOUT,NCD8242000384
32564,1300,2024-09-25 06:05:36+00,In Device,CHECKIN,NCD8242000216
32565,1373,2024-09-25 06:03:42+00,In Device,CHECKIN,NCD8242000216
32566,1134,2024-09-25 06:03:58+00,In Device,CHECKIN,NCD8242000216
32567,1417,2024-09-25 13:59:51+00,Out Device,CHECKOUT,NCD8242000384
32568,1671,2024-09-25 13:59:14+00,Out Device,CHECKOUT,NCD8242000384
32569,952,2024-09-25 06:05:37+00,In Device,CHECKIN,NCD8242000216
32570,1570,2024-09-25 06:04:01+00,In Device,CHECKIN,NCD8242000216
32571,1663,2024-09-25 14:00:00+00,Out Device,CHECKOUT,NCD8242000384
32572,1126,2024-09-25 13:59:16+00,Out Device,CHECKOUT,NCD8242000384
32573,1296,2024-09-25 06:05:40+00,In Device,CHECKIN,NCD8242000216
32574,1595,2024-09-25 13:59:23+00,Out Device,CHECKOUT,NCD8242000384
32575,1183,2024-09-25 14:00:02+00,Out Device,CHECKOUT,NCD8242000384
32576,1494,2024-09-25 06:04:04+00,In Device,CHECKIN,NCD8242000216
32577,1548,2024-09-25 06:08:00+00,In Device,CHECKIN,NCD8242000216
32578,1373,2024-09-25 13:59:25+00,Out Device,CHECKOUT,NCD8242000384
32579,1296,2024-09-25 14:00:06+00,Out Device,CHECKOUT,NCD8242000384
32580,1047,2024-09-25 06:04:06+00,In Device,CHECKIN,NCD8242000216
32581,1500,2024-09-25 06:08:03+00,In Device,CHECKIN,NCD8242000216
32582,2,2024-09-25 13:59:28+00,Out Device,CHECKOUT,NCD8242000384
32583,1288,2024-09-25 14:00:07+00,Out Device,CHECKOUT,NCD8242000384
32584,944,2024-09-25 06:04:13+00,In Device,CHECKIN,NCD8242000216
32585,1546,2024-09-25 06:08:09+00,In Device,CHECKIN,NCD8242000216
32586,1546,2024-09-25 13:59:29+00,Out Device,CHECKOUT,NCD8242000384
32587,1396,2024-09-25 14:00:10+00,Out Device,CHECKOUT,NCD8242000384
32588,928,2024-09-25 06:04:21+00,In Device,CHECKIN,NCD8242000216
32589,1204,2024-09-25 06:09:16+00,In Device,CHECKIN,NCD8242000216
32590,850,2024-09-25 13:59:34+00,Out Device,CHECKOUT,NCD8242000384
32591,793,2024-09-25 14:00:11+00,Out Device,CHECKOUT,NCD8242000384
32592,1396,2024-09-25 06:04:44+00,In Device,CHECKIN,NCD8242000216
32593,1519,2024-09-25 06:10:16+00,In Device,CHECKIN,NCD8242000216
32594,952,2024-09-25 13:59:35+00,Out Device,CHECKOUT,NCD8242000384
32595,1196,2024-09-25 14:00:22+00,Out Device,CHECKOUT,NCD8242000384
32596,1043,2024-09-25 06:04:48+00,In Device,CHECKIN,NCD8242000216
32597,1379,2024-09-25 06:24:22+00,In Device,CHECKIN,NCD8242000216
32598,1561,2024-09-25 13:59:41+00,Out Device,CHECKOUT,NCD8242000384
32599,1200,2024-09-25 14:00:28+00,Out Device,CHECKOUT,NCD8242000384
32600,1449,2024-09-25 07:56:39+00,In Device,CHECKIN,NCD8242000216
32601,1233,2024-09-25 06:05:11+00,In Device,CHECKIN,NCD8242000216
32602,1557,2024-09-25 13:59:43+00,Out Device,CHECKOUT,NCD8242000384
32603,1506,2024-09-25 14:00:31+00,Out Device,CHECKOUT,NCD8242000384
32604,1547,2024-09-25 06:05:13+00,In Device,CHECKIN,NCD8242000216
32605,1543,2024-09-25 07:56:41+00,In Device,CHECKIN,NCD8242000216
32606,1300,2024-09-25 13:59:45+00,Out Device,CHECKOUT,NCD8242000384
32607,1438,2024-09-25 14:00:32+00,Out Device,CHECKOUT,NCD8242000384
32608,1143,2024-09-25 06:05:24+00,In Device,CHECKIN,NCD8242000216
32609,1642,2024-09-25 07:56:43+00,In Device,CHECKIN,NCD8242000216
32610,994,2024-09-25 13:59:47+00,Out Device,CHECKOUT,NCD8242000384
32611,928,2024-09-25 14:00:40+00,Out Device,CHECKOUT,NCD8242000384
32612,1340,2024-09-25 06:05:33+00,In Device,CHECKIN,NCD8242000216
32613,1063,2024-09-25 07:58:20+00,In Device,CHECKIN,NCD8242000216
32614,1102,2024-09-25 13:59:49+00,Out Device,CHECKOUT,NCD8242000384
32615,944,2024-09-25 14:00:43+00,Out Device,CHECKOUT,NCD8242000384
32616,1300,2024-09-25 06:05:36+00,In Device,CHECKIN,NCD8242000216
32617,1544,2024-09-25 11:30:53+00,In Device,CHECKIN,NCD8242000216
32618,1417,2024-09-25 13:59:51+00,Out Device,CHECKOUT,NCD8242000384
32619,1444,2024-09-25 14:00:58+00,Out Device,CHECKOUT,NCD8242000384
32620,952,2024-09-25 06:05:37+00,In Device,CHECKIN,NCD8242000216
32621,1228,2024-09-25 14:01:01+00,Out Device,CHECKOUT,NCD8242000384
32622,1663,2024-09-25 14:00:00+00,Out Device,CHECKOUT,NCD8242000384
32623,1603,2024-09-25 13:09:19+00,In Device,CHECKIN,NCD8242000216
32624,1296,2024-09-25 06:05:40+00,In Device,CHECKIN,NCD8242000216
32625,1341,2024-09-25 14:01:14+00,Out Device,CHECKOUT,NCD8242000384
32626,1183,2024-09-25 14:00:02+00,Out Device,CHECKOUT,NCD8242000384
32627,1437,2024-09-25 13:33:52+00,In Device,CHECKIN,NCD8242000216
32628,1548,2024-09-25 06:08:00+00,In Device,CHECKIN,NCD8242000216
32629,1043,2024-09-25 14:01:23+00,Out Device,CHECKOUT,NCD8242000384
32630,1296,2024-09-25 14:00:06+00,Out Device,CHECKOUT,NCD8242000384
32631,1420,2024-09-25 13:33:54+00,In Device,CHECKIN,NCD8242000216
32632,1667,2024-09-25 14:01:30+00,Out Device,CHECKOUT,NCD8242000384
32633,1500,2024-09-25 06:08:03+00,In Device,CHECKIN,NCD8242000216
32634,1669,2024-09-25 13:34:38+00,In Device,CHECKIN,NCD8242000216
32636,1645,2024-09-25 13:34:40+00,In Device,CHECKIN,NCD8242000216
32638,1342,2024-09-25 14:01:32+00,Out Device,CHECKOUT,NCD8242000384
32640,1649,2024-09-25 14:01:34+00,Out Device,CHECKOUT,NCD8242000384
32642,1567,2024-09-25 13:34:43+00,In Device,CHECKIN,NCD8242000216
32644,1594,2024-09-25 13:39:19+00,In Device,CHECKIN,NCD8242000216
32647,1618,2024-09-25 14:01:42+00,Out Device,CHECKOUT,NCD8242000384
32649,885,2024-09-25 13:39:21+00,In Device,CHECKIN,NCD8242000216
32650,1052,2024-09-25 14:02:02+00,Out Device,CHECKOUT,NCD8242000384
32652,1673,2024-09-25 14:02:04+00,Out Device,CHECKOUT,NCD8242000384
32655,1502,2024-09-25 14:02:06+00,Out Device,CHECKOUT,NCD8242000384
32656,1529,2024-09-25 14:02:08+00,Out Device,CHECKOUT,NCD8242000384
32658,1524,2024-09-25 14:02:11+00,Out Device,CHECKOUT,NCD8242000384
32661,1459,2024-09-25 13:39:24+00,In Device,CHECKIN,NCD8242000216
32663,1258,2024-09-25 13:40:26+00,In Device,CHECKIN,NCD8242000216
32665,1232,2024-09-25 13:42:08+00,In Device,CHECKIN,NCD8242000216
32667,1233,2024-09-25 14:02:13+00,Out Device,CHECKOUT,NCD8242000384
32669,1585,2024-09-25 13:42:35+00,In Device,CHECKIN,NCD8242000216
32671,1464,2024-09-25 14:02:15+00,Out Device,CHECKOUT,NCD8242000384
32673,1439,2024-09-25 13:42:37+00,In Device,CHECKIN,NCD8242000216
32675,1047,2024-09-25 14:02:52+00,Out Device,CHECKOUT,NCD8242000384
32677,848,2024-09-25 13:42:39+00,In Device,CHECKIN,NCD8242000216
32679,1628,2024-09-25 14:02:56+00,Out Device,CHECKOUT,NCD8242000384
32680,1080,2024-09-25 13:42:40+00,In Device,CHECKIN,NCD8242000216
32683,1386,2024-09-25 14:03:22+00,Out Device,CHECKOUT,NCD8242000384
32685,1643,2024-09-25 13:42:44+00,In Device,CHECKIN,NCD8242000216
32687,997,2024-09-25 14:03:29+00,Out Device,CHECKOUT,NCD8242000384
32689,1639,2024-09-25 13:42:46+00,In Device,CHECKIN,NCD8242000216
32691,1149,2024-09-25 14:03:31+00,Out Device,CHECKOUT,NCD8242000384
32693,1536,2024-09-25 13:42:54+00,In Device,CHECKIN,NCD8242000216
32695,1511,2024-09-25 14:03:34+00,Out Device,CHECKOUT,NCD8242000384
32697,1485,2024-09-25 13:42:56+00,In Device,CHECKIN,NCD8242000216
32698,1523,2024-09-25 14:03:49+00,Out Device,CHECKOUT,NCD8242000384
32700,1320,2024-09-25 13:43:18+00,In Device,CHECKIN,NCD8242000216
32702,1521,2024-09-25 14:03:51+00,Out Device,CHECKOUT,NCD8242000384
32704,1334,2024-09-25 13:43:30+00,In Device,CHECKIN,NCD8242000216
32706,1670,2024-09-25 14:03:54+00,Out Device,CHECKOUT,NCD8242000384
32708,1335,2024-09-25 13:43:33+00,In Device,CHECKIN,NCD8242000216
32710,1544,2024-09-25 14:03:56+00,Out Device,CHECKOUT,NCD8242000384
32712,1591,2024-09-25 13:43:34+00,In Device,CHECKIN,NCD8242000216
32714,1221,2024-09-25 14:04:26+00,Out Device,CHECKOUT,NCD8242000384
32716,1666,2024-09-25 13:43:36+00,In Device,CHECKIN,NCD8242000216
32719,1500,2024-09-25 14:04:29+00,Out Device,CHECKOUT,NCD8242000384
32721,1094,2024-09-25 13:43:48+00,In Device,CHECKIN,NCD8242000216
32723,1457,2024-09-25 14:04:59+00,Out Device,CHECKOUT,NCD8242000384
32725,845,2024-09-25 13:43:51+00,In Device,CHECKIN,NCD8242000216
32727,1434,2024-09-25 14:05:02+00,Out Device,CHECKOUT,NCD8242000384
32728,1092,2024-09-25 13:44:29+00,In Device,CHECKIN,NCD8242000216
32730,1462,2024-09-25 14:05:05+00,Out Device,CHECKOUT,NCD8242000384
32732,1578,2024-09-25 13:44:32+00,In Device,CHECKIN,NCD8242000216
32735,1353,2024-09-25 14:06:09+00,Out Device,CHECKOUT,NCD8242000384
32737,1525,2024-09-25 13:45:18+00,In Device,CHECKIN,NCD8242000216
32739,1547,2024-09-25 14:06:32+00,Out Device,CHECKOUT,NCD8242000384
32740,1454,2024-09-25 13:45:27+00,In Device,CHECKIN,NCD8242000216
32742,1503,2024-09-25 14:07:47+00,Out Device,CHECKOUT,NCD8242000384
32745,1204,2024-09-25 14:33:29+00,Out Device,CHECKOUT,NCD8242000384
32747,1125,2024-09-25 13:45:48+00,In Device,CHECKIN,NCD8242000216
32749,1063,2024-09-25 17:05:59+00,Out Device,CHECKOUT,NCD8242000384
32750,1388,2024-09-25 13:46:28+00,In Device,CHECKIN,NCD8242000216
32752,1543,2024-09-25 17:06:50+00,Out Device,CHECKOUT,NCD8242000384
32755,1191,2024-09-25 13:46:32+00,In Device,CHECKIN,NCD8242000216
32757,1449,2024-09-25 17:06:56+00,Out Device,CHECKOUT,NCD8242000384
32759,907,2024-09-25 13:46:55+00,In Device,CHECKIN,NCD8242000216
32761,1677,2024-09-25 21:55:47+00,Out Device,CHECKOUT,NCD8242000384
32763,1492,2024-09-25 21:55:52+00,Out Device,CHECKOUT,NCD8242000384
32765,830,2024-09-25 13:47:48+00,In Device,CHECKIN,NCD8242000216
32767,798,2024-09-25 13:47:51+00,In Device,CHECKIN,NCD8242000216
32769,1402,2024-09-25 21:55:53+00,Out Device,CHECKOUT,NCD8242000384
32771,1403,2024-09-25 21:55:56+00,Out Device,CHECKOUT,NCD8242000384
32773,1514,2024-09-25 13:47:52+00,In Device,CHECKIN,NCD8242000216
32775,1613,2024-09-25 21:56:00+00,Out Device,CHECKOUT,NCD8242000384
32777,1078,2024-09-25 13:48:05+00,In Device,CHECKIN,NCD8242000216
32779,1078,2024-09-25 21:56:20+00,Out Device,CHECKOUT,NCD8242000384
32780,904,2024-09-25 13:48:07+00,In Device,CHECKIN,NCD8242000216
32783,1591,2024-09-25 21:56:23+00,Out Device,CHECKOUT,NCD8242000384
32785,1262,2024-09-25 13:48:09+00,In Device,CHECKIN,NCD8242000216
32787,904,2024-09-25 21:56:25+00,Out Device,CHECKOUT,NCD8242000384
32789,1497,2024-09-25 13:48:14+00,In Device,CHECKIN,NCD8242000216
32635,1288,2024-09-25 14:00:07+00,Out Device,CHECKOUT,NCD8242000384
32637,1546,2024-09-25 06:08:09+00,In Device,CHECKIN,NCD8242000216
32639,1396,2024-09-25 14:00:10+00,Out Device,CHECKOUT,NCD8242000384
32641,1204,2024-09-25 06:09:16+00,In Device,CHECKIN,NCD8242000216
32643,793,2024-09-25 14:00:11+00,Out Device,CHECKOUT,NCD8242000384
32645,1519,2024-09-25 06:10:16+00,In Device,CHECKIN,NCD8242000216
32646,1196,2024-09-25 14:00:22+00,Out Device,CHECKOUT,NCD8242000384
32648,1379,2024-09-25 06:24:22+00,In Device,CHECKIN,NCD8242000216
32651,1200,2024-09-25 14:00:28+00,Out Device,CHECKOUT,NCD8242000384
32653,1449,2024-09-25 07:56:39+00,In Device,CHECKIN,NCD8242000216
32654,1506,2024-09-25 14:00:31+00,Out Device,CHECKOUT,NCD8242000384
32657,1543,2024-09-25 07:56:41+00,In Device,CHECKIN,NCD8242000216
32659,1438,2024-09-25 14:00:32+00,Out Device,CHECKOUT,NCD8242000384
32660,1642,2024-09-25 07:56:43+00,In Device,CHECKIN,NCD8242000216
32662,928,2024-09-25 14:00:40+00,Out Device,CHECKOUT,NCD8242000384
32664,1063,2024-09-25 07:58:20+00,In Device,CHECKIN,NCD8242000216
32666,944,2024-09-25 14:00:43+00,Out Device,CHECKOUT,NCD8242000384
32668,1544,2024-09-25 11:30:53+00,In Device,CHECKIN,NCD8242000216
32670,1444,2024-09-25 14:00:58+00,Out Device,CHECKOUT,NCD8242000384
32672,1228,2024-09-25 14:01:01+00,Out Device,CHECKOUT,NCD8242000384
32674,1603,2024-09-25 13:09:19+00,In Device,CHECKIN,NCD8242000216
32676,1341,2024-09-25 14:01:14+00,Out Device,CHECKOUT,NCD8242000384
32678,1437,2024-09-25 13:33:52+00,In Device,CHECKIN,NCD8242000216
32681,1043,2024-09-25 14:01:23+00,Out Device,CHECKOUT,NCD8242000384
32682,1420,2024-09-25 13:33:54+00,In Device,CHECKIN,NCD8242000216
32684,1667,2024-09-25 14:01:30+00,Out Device,CHECKOUT,NCD8242000384
32686,1669,2024-09-25 13:34:38+00,In Device,CHECKIN,NCD8242000216
32688,1645,2024-09-25 13:34:40+00,In Device,CHECKIN,NCD8242000216
32690,1342,2024-09-25 14:01:32+00,Out Device,CHECKOUT,NCD8242000384
32692,1649,2024-09-25 14:01:34+00,Out Device,CHECKOUT,NCD8242000384
32694,1567,2024-09-25 13:34:43+00,In Device,CHECKIN,NCD8242000216
32696,1594,2024-09-25 13:39:19+00,In Device,CHECKIN,NCD8242000216
32699,1618,2024-09-25 14:01:42+00,Out Device,CHECKOUT,NCD8242000384
32701,885,2024-09-25 13:39:21+00,In Device,CHECKIN,NCD8242000216
32703,1052,2024-09-25 14:02:02+00,Out Device,CHECKOUT,NCD8242000384
32705,1673,2024-09-25 14:02:04+00,Out Device,CHECKOUT,NCD8242000384
32707,1502,2024-09-25 14:02:06+00,Out Device,CHECKOUT,NCD8242000384
32709,1529,2024-09-25 14:02:08+00,Out Device,CHECKOUT,NCD8242000384
32711,1524,2024-09-25 14:02:11+00,Out Device,CHECKOUT,NCD8242000384
32713,1459,2024-09-25 13:39:24+00,In Device,CHECKIN,NCD8242000216
32715,1258,2024-09-25 13:40:26+00,In Device,CHECKIN,NCD8242000216
32717,1232,2024-09-25 13:42:08+00,In Device,CHECKIN,NCD8242000216
32718,1233,2024-09-25 14:02:13+00,Out Device,CHECKOUT,NCD8242000384
32720,1585,2024-09-25 13:42:35+00,In Device,CHECKIN,NCD8242000216
32722,1464,2024-09-25 14:02:15+00,Out Device,CHECKOUT,NCD8242000384
32724,1439,2024-09-25 13:42:37+00,In Device,CHECKIN,NCD8242000216
32726,1047,2024-09-25 14:02:52+00,Out Device,CHECKOUT,NCD8242000384
32729,848,2024-09-25 13:42:39+00,In Device,CHECKIN,NCD8242000216
32731,1628,2024-09-25 14:02:56+00,Out Device,CHECKOUT,NCD8242000384
32733,1080,2024-09-25 13:42:40+00,In Device,CHECKIN,NCD8242000216
32734,1386,2024-09-25 14:03:22+00,Out Device,CHECKOUT,NCD8242000384
32736,1643,2024-09-25 13:42:44+00,In Device,CHECKIN,NCD8242000216
32738,997,2024-09-25 14:03:29+00,Out Device,CHECKOUT,NCD8242000384
32741,1639,2024-09-25 13:42:46+00,In Device,CHECKIN,NCD8242000216
32743,1149,2024-09-25 14:03:31+00,Out Device,CHECKOUT,NCD8242000384
32744,1536,2024-09-25 13:42:54+00,In Device,CHECKIN,NCD8242000216
32746,1511,2024-09-25 14:03:34+00,Out Device,CHECKOUT,NCD8242000384
32748,1485,2024-09-25 13:42:56+00,In Device,CHECKIN,NCD8242000216
32751,1523,2024-09-25 14:03:49+00,Out Device,CHECKOUT,NCD8242000384
32753,1320,2024-09-25 13:43:18+00,In Device,CHECKIN,NCD8242000216
32754,1521,2024-09-25 14:03:51+00,Out Device,CHECKOUT,NCD8242000384
32756,1334,2024-09-25 13:43:30+00,In Device,CHECKIN,NCD8242000216
32758,1670,2024-09-25 14:03:54+00,Out Device,CHECKOUT,NCD8242000384
32760,1335,2024-09-25 13:43:33+00,In Device,CHECKIN,NCD8242000216
32762,1544,2024-09-25 14:03:56+00,Out Device,CHECKOUT,NCD8242000384
32764,1591,2024-09-25 13:43:34+00,In Device,CHECKIN,NCD8242000216
32766,1221,2024-09-25 14:04:26+00,Out Device,CHECKOUT,NCD8242000384
32768,1666,2024-09-25 13:43:36+00,In Device,CHECKIN,NCD8242000216
32770,1500,2024-09-25 14:04:29+00,Out Device,CHECKOUT,NCD8242000384
32772,1094,2024-09-25 13:43:48+00,In Device,CHECKIN,NCD8242000216
32774,1457,2024-09-25 14:04:59+00,Out Device,CHECKOUT,NCD8242000384
32776,845,2024-09-25 13:43:51+00,In Device,CHECKIN,NCD8242000216
32778,1434,2024-09-25 14:05:02+00,Out Device,CHECKOUT,NCD8242000384
32781,1092,2024-09-25 13:44:29+00,In Device,CHECKIN,NCD8242000216
32782,1462,2024-09-25 14:05:05+00,Out Device,CHECKOUT,NCD8242000384
32784,1578,2024-09-25 13:44:32+00,In Device,CHECKIN,NCD8242000216
32786,1353,2024-09-25 14:06:09+00,Out Device,CHECKOUT,NCD8242000384
32788,1525,2024-09-25 13:45:18+00,In Device,CHECKIN,NCD8242000216
32790,1547,2024-09-25 14:06:32+00,Out Device,CHECKOUT,NCD8242000384
32791,1388,2024-09-25 21:56:27+00,Out Device,CHECKOUT,NCD8242000384
32792,1454,2024-09-25 13:45:27+00,In Device,CHECKIN,NCD8242000216
32793,1677,2024-09-25 13:48:19+00,In Device,CHECKIN,NCD8242000216
32794,1503,2024-09-25 14:07:47+00,Out Device,CHECKOUT,NCD8242000384
32795,1439,2024-09-25 21:56:29+00,Out Device,CHECKOUT,NCD8242000384
32796,1204,2024-09-25 14:33:29+00,Out Device,CHECKOUT,NCD8242000384
32797,1402,2024-09-25 13:48:39+00,In Device,CHECKIN,NCD8242000216
32798,1125,2024-09-25 13:45:48+00,In Device,CHECKIN,NCD8242000216
32799,1393,2024-09-25 21:56:31+00,Out Device,CHECKOUT,NCD8242000384
32800,1063,2024-09-25 17:05:59+00,Out Device,CHECKOUT,NCD8242000384
32801,806,2024-09-25 13:48:57+00,In Device,CHECKIN,NCD8242000216
32802,1388,2024-09-25 13:46:28+00,In Device,CHECKIN,NCD8242000216
32803,1525,2024-09-25 21:56:33+00,Out Device,CHECKOUT,NCD8242000384
32804,1543,2024-09-25 17:06:50+00,Out Device,CHECKOUT,NCD8242000384
32805,1441,2024-09-25 13:49:28+00,In Device,CHECKIN,NCD8242000216
32806,1191,2024-09-25 13:46:32+00,In Device,CHECKIN,NCD8242000216
32807,1534,2024-09-25 21:56:35+00,Out Device,CHECKOUT,NCD8242000384
32808,1449,2024-09-25 17:06:56+00,Out Device,CHECKOUT,NCD8242000384
32809,1443,2024-09-25 13:49:33+00,In Device,CHECKIN,NCD8242000216
32810,1582,2024-09-25 21:56:37+00,Out Device,CHECKOUT,NCD8242000384
32811,907,2024-09-25 13:46:55+00,In Device,CHECKIN,NCD8242000216
32812,1469,2024-09-25 13:49:57+00,In Device,CHECKIN,NCD8242000216
32813,1677,2024-09-25 21:55:47+00,Out Device,CHECKOUT,NCD8242000384
32814,1158,2024-09-25 21:56:39+00,Out Device,CHECKOUT,NCD8242000384
32815,1492,2024-09-25 21:55:52+00,Out Device,CHECKOUT,NCD8242000384
32816,1416,2024-09-25 13:50:00+00,In Device,CHECKIN,NCD8242000216
32817,830,2024-09-25 13:47:48+00,In Device,CHECKIN,NCD8242000216
32818,1639,2024-09-25 21:56:41+00,Out Device,CHECKOUT,NCD8242000384
32819,798,2024-09-25 13:47:51+00,In Device,CHECKIN,NCD8242000216
32820,1653,2024-09-25 13:51:28+00,In Device,CHECKIN,NCD8242000216
32821,1402,2024-09-25 21:55:53+00,Out Device,CHECKOUT,NCD8242000384
32822,1653,2024-09-25 21:56:43+00,Out Device,CHECKOUT,NCD8242000384
32823,1403,2024-09-25 21:55:56+00,Out Device,CHECKOUT,NCD8242000384
32824,1514,2024-09-25 13:47:52+00,In Device,CHECKIN,NCD8242000216
32825,1593,2024-09-25 13:51:34+00,In Device,CHECKIN,NCD8242000216
32826,1613,2024-09-25 21:56:00+00,Out Device,CHECKOUT,NCD8242000384
32827,1514,2024-09-25 21:56:45+00,Out Device,CHECKOUT,NCD8242000384
32828,1078,2024-09-25 13:48:05+00,In Device,CHECKIN,NCD8242000216
32829,1217,2024-09-25 13:51:39+00,In Device,CHECKIN,NCD8242000216
32830,1078,2024-09-25 21:56:20+00,Out Device,CHECKOUT,NCD8242000384
32831,1420,2024-09-25 21:56:48+00,Out Device,CHECKOUT,NCD8242000384
32832,904,2024-09-25 13:48:07+00,In Device,CHECKIN,NCD8242000216
32833,1452,2024-09-25 13:51:41+00,In Device,CHECKIN,NCD8242000216
32834,1591,2024-09-25 21:56:23+00,Out Device,CHECKOUT,NCD8242000384
